Key,Dist,District ID,District Name,School ID,School Name,Enrollment,Total School Per Pupil Expenditures,Total Expenditures Per School,Local Percentage,Federal Percentage,State Percentage,Year,,
940 0045,940,940,Williamson County,45,Grassland Elementary,564,*,*,,,,2020,,
951 0045,951,951,Lebanon,45,Winfree Bryant Middle School,663,*,*,,,,2020,,
985 0045,985,985,Achievement School District,45,Pathways in Education - TN,109,*,*,,,,2020,,
220 0044,220,220,Dickson County,44,White Bluff Elementary,524,*,*,,,,2020,,
780 0044,780,780,Sevier County,44,Pigeon Forge Primary,748,*,*,,,,2020,,
012 0043,12,12,Oak Ridge,43,Preschool,210,*,*,,,,2020,,
050 0043,50,50,Blount County,43,Eagleton Elementary,467,*,*,,,,2020,,
100 0043,100,100,Carter County,43,Happy Valley Middle School,393,*,*,,,,2020,,
230 0043,230,230,Dyer County,43,Three Oaks Middle School,485,*,*,,,,2020,,
590 0043,590,590,Marshall County,43,Marshall Elementary,434,*,*,,,,2020,,
670 0043,670,670,Overton County,43,Overton Adult High School,0,*,*,,,,2020,,
320 0042,320,320,Hamblen County,42,Morristown East High,1561,*,*,,,,2020,,
940 0042,940,940,Williamson County,42,Fred J Page High School,1120,*,*,,,,2020,,
330 0041,330,330,Hamilton County,41,Normal Park Museum Magnet School,871,*,*,,,,2020,,
590 0041,590,590,Marshall County,41,Lewisburg Middle School,451,*,*,,,,2020,,
940 0041,940,940,Williamson County,41,Fred J Page Middle School,1118,*,*,,,,2020,,
010 0040,10,10,Anderson County,40,Fairview Elementary,305,*,*,,,,2020,,
012 0040,12,12,Oak Ridge,40,Robertsville Middle School,736,*,*,,,,2020,,
020 0040,20,20,Bedford County,40,East Side Elementary,404,*,*,,,,2020,,
060 0040,60,60,Bradley County,40,Hopewell Elementary School,438,*,*,,,,2020,,
070 0040,70,70,Campbell County,40,Elk Valley Elementary,131,*,*,,,,2020,,
080 0040,80,80,Cannon County,40,Woodbury Grammar,397,*,*,,,,2020,,
100 0040,100,100,Carter County,40,Happy Valley High School,498,*,*,,,,2020,,
110 0040,110,110,Cheatham County,40,Riverside Academy,27,*,*,,,,2020,,
150 0040,150,150,Cocke County,40,Grassy Fork Elementary,130,*,*,,,,2020,,
160 0040,160,160,Coffee County,40,North Coffee Elementary,300,*,*,,,,2020,,
162 0040,162,162,Tullahoma,40,West Middle School,473,*,*,,,,2020,,
170 0040,170,170,Crockett County,40,Maury City Elementary,257,*,*,,,,2020,,
190 0040,190,190,Metro Nashville Public Schools,40,Bellevue Middle,621,*,*,,,,2020,,
210 0040,210,210,DeKalb County,40,Northside Elementary,583,*,*,,,,2020,,
220 0040,220,220,Dickson County,40,Vanleer Elementary,261,*,*,,,,2020,,
250 0040,250,250,Fentress County,40,Pine Haven Elementary,520,*,*,,,,2020,,
260 0040,260,260,Franklin County,40,Decherd Elementary,395,*,*,,,,2020,,
275 0040,275,275,Gibson Co Sp Dist,40,South Gibson County Elementary School,926,*,*,,,,2020,,
310 0040,310,310,Grundy County,40,Palmer Elementary,137,*,*,,,,2020,,
320 0040,320,320,Hamblen County,40,Witt Elementary,226,*,*,,,,2020,,
330 0040,330,330,Hamilton County,40,Central High School,814,*,*,,,,2020,,
350 0040,350,350,Hardeman County Schools,40,Middleton High School,462,*,*,,,,2020,,
380 0040,380,380,Haywood County,40,Haywood High School,816,*,*,,,,2020,,
390 0040,390,390,Henderson County,40,South Haven Elementary,359,*,*,,,,2020,,
450 0040,450,450,Jefferson County,40,Rush Strong Elementary,483,*,*,,,,2020,,
470 0040,470,470,Knox County,40,Cedar Bluff Elementary,1303,*,*,,,,2020,,
490 0040,490,490,Lauderdale County,40,Ripley High School,776,*,*,,,,2020,,
500 0040,500,500,Lawrence County,40,Lawrence Co High School,1070,*,*,,,,2020,,
530 0040,530,530,Loudon County,40,Loudon High School,666,*,*,,,,2020,,
550 0040,550,550,McNairy County,40,Selmer Elementary,432,*,*,,,,2020,,
600 0040,600,600,Maury County,40,Hampshire Unit School,418,*,*,,,,2020,,
620 0040,620,620,Monroe County,40,Sweetwater High School,626,*,*,,,,2020,,
630 0040,630,630,Montgomery County,40,Cumberland Heights Elementary,631,*,*,,,,2020,,
680 0040,680,680,Perry County,40,Perry County Virtual School,13,*,*,,,,2020,,
720 0040,720,720,Rhea County,40,Spring City Elementary,597,*,*,,,,2020,,
740 0040,740,740,Robertson County,40,Greenbrier High School,834,*,*,,,,2020,,
750 0040,750,750,Rutherford County,40,Kittrell Elementary,310,*,*,,,,2020,,
751 0040,751,751,Murfreesboro,40,Overall Creek Elementary,961,*,*,,,,2020,,
760 0040,760,760,Scott County,40,Robbins Elementary,303,*,*,,,,2020,,
780 0040,780,780,Sevier County,40,Pi Beta Phi Elementary,428,*,*,,,,2020,,
810 0040,810,810,Stewart County,40,Stewart County Adult High School,0,*,*,,,,2020,,
820 0040,820,820,Sullivan County,40,Bluff City Middle School,347,*,*,,,,2020,,
822 0040,822,822,Kingsport,40,Ross N. Robinson Middle School,1013,*,*,,,,2020,,
830 0040,830,830,Sumner County,40,Hendersonville High School,1539,*,*,,,,2020,,
860 0040,860,860,Unicoi County,40,Unicoi Elementary,295,*,*,,,,2020,,
870 0040,870,870,Union County,40,Maynardville Elementary,358,*,*,,,,2020,,
890 0040,890,890,Warren County,40,Irving College Elementary,263,*,*,,,,2020,,
901 0040,901,901,Johnson City,40,North Side Elementary,333,*,*,,,,2020,,
910 0040,910,910,Wayne County,40,Waynesboro Elementary,425,*,*,,,,2020,,
920 0040,920,920,Weakley County,40,Westview High School,531,*,*,,,,2020,,
930 0040,930,930,White County,40,White County High School,1168,*,*,,,,2020,,
940 0040,940,940,Williamson County,40,Franklin High School,1757,*,*,,,,2020,,
941 0040,941,941,Franklin SSD,40,Poplar Grove 5-8,354,*,*,,,,2020,,
951 0040,951,951,Lebanon,40,Castle Heights Elementary,747,*,*,,,,2020,,
020 0039,20,20,Bedford County,39,Learning Way Elementary,574,*,*,,,,2020,,
390 0039,390,390,Henderson County,39,Scotts Hill High School,499,*,*,,,,2020,,
750 0039,750,750,Rutherford County,39,Brown's Chapel Elementary School,722,*,*,,,,2020,,
390 0038,390,390,Henderson County,38,Scotts Hill Elementary,372,*,*,,,,2020,,
570 0038,570,570,Madison County,38,Isaac Lane Technology Magnet Elementary,542,*,*,,,,2020,,
660 0038,660,660,Obion County,38,Ridgemont Elementary,383,*,*,,,,2020,,
740 0038,740,740,Robertson County,38,Greenbrier Middle School,621,*,*,,,,2020,,
890 0038,890,890,Warren County,38,Hickory Creek School,677,*,*,,,,2020,,
900 0038,900,900,Washington County,38,David Crockett High School,1152,*,*,,,,2020,,
020 0037,20,20,Bedford County,37,Community Middle School,428,*,*,,,,2020,,
210 0037,210,210,DeKalb County,37,DeKalb Middle School,596,*,*,,,,2020,,
275 0037,275,275,Gibson Co Sp Dist,37,South Gibson County High School,764,*,*,,,,2020,,
320 0037,320,320,Hamblen County,37,Meadowview Middle School,682,*,*,,,,2020,,
330 0037,330,330,Hamilton County,37,Calvin Donaldson Environmental Science Academy,501,*,*,,,,2020,,
470 0037,470,470,Knox County,37,Carter Middle School,648,*,*,,,,2020,,
620 0037,620,620,Monroe County,37,Sequoyah High School,939,*,*,,,,2020,,
710 0037,710,710,Putnam County,37,Cookeville High School,2241,*,*,,,,2020,,
750 0037,750,750,Rutherford County,37,Holloway High School,118,*,*,,,,2020,,
780 0037,780,780,Sevier County,37,Parkway Academy,0,*,*,,,,2020,,
822 0037,822,822,Kingsport,37,Palmer Early Learning Center,117,*,*,,,,2020,,
900 0037,900,900,Washington County,37,Daniel Boone High School,1295,*,*,,,,2020,,
901 0037,901,901,Johnson City,37,Mountain View Elementary,452,*,*,,,,2020,,
930 0037,930,930,White County,37,Northfield Elementary School,292,*,*,,,,2020,,
500 0036,500,500,Lawrence County,36,Lawrence County Adult High School,0,*,*,,,,2020,,
910 0036,910,910,Wayne County,36,Wayne County Technology Center,0,*,*,,,,2020,,
010 0035,10,10,Anderson County,35,Dutch Valley Elementary,109,*,*,,,,2020,,
012 0035,12,12,Oak Ridge,35,Oak Ridge High School,1500,*,*,,,,2020,,
020 0035,20,20,Bedford County,35,Community High School,588,*,*,,,,2020,,
052 0035,52,52,Maryville,35,Coulter Grove Intermediate School,796,*,*,,,,2020,,
080 0035,80,80,Cannon County,35,West Side Elementary,276,*,*,,,,2020,,
100 0035,100,100,Carter County,35,Happy Valley Elementary,486,*,*,,,,2020,,
110 0035,110,110,Cheatham County,35,West Cheatham Elementary,363,*,*,,,,2020,,
130 0035,130,130,Claiborne County,35,Clairfield Elementary,69,*,*,,,,2020,,
150 0035,150,150,Cocke County,35,Edgemont Elementary,564,*,*,,,,2020,,
160 0035,160,160,Coffee County,35,New Union Elementary,337,*,*,,,,2020,,
162 0035,162,162,Tullahoma,35,Tullahoma High School,1061,*,*,,,,2020,,
190 0035,190,190,Metro Nashville Public Schools,35,Moses McKissack Middle,294,*,*,,,,2020,,
230 0035,230,230,Dyer County,35,Newbern Elementary School,589,*,*,,,,2020,,
260 0035,260,260,Franklin County,35,Cowan Elementary,253,*,*,,,,2020,,
275 0035,275,275,Gibson Co Sp Dist,35,Kenton Elementary School,95,*,*,,,,2020,,
280 0035,280,280,Giles County,35,Elkton Elementary,290,*,*,,,,2020,,
300 0035,300,300,Greene County,35,Doak Elementary,518,*,*,,,,2020,,
301 0035,301,301,Greeneville,35,Tusculum View Elementary,394,*,*,,,,2020,,
310 0035,310,310,Grundy County,35,North Elementary,335,*,*,,,,2020,,
320 0035,320,320,Hamblen County,35,Whitesburg Elementary,191,*,*,,,,2020,,
330 0035,330,330,Hamilton County,35,Brown Middle School,458,*,*,,,,2020,,
350 0035,350,350,Hardeman County Schools,35,Middleton Elementary,398,*,*,,,,2020,,
380 0035,380,380,Haywood County,35,Haywood Elementary,619,*,*,,,,2020,,
450 0035,450,450,Jefferson County,35,Piedmont Elementary,372,*,*,,,,2020,,
460 0035,460,460,Johnson County,35,Shady Valley Elementary,21,*,*,,,,2020,,
470 0035,470,470,Knox County,35,Carter High School,855,*,*,,,,2020,,
530 0035,530,530,Loudon County,35,Loudon Elementary,575,*,*,,,,2020,,
560 0035,560,560,Macon County,35,Westside Elementary,337,*,*,,,,2020,,
620 0035,620,620,Monroe County,35,Rural Vale Elementary,221,*,*,,,,2020,,
630 0035,630,630,Montgomery County,35,Glenellen Elementary,1100,*,*,,,,2020,,
660 0035,660,660,Obion County,35,Obion County Central High School,824,*,*,,,,2020,,
670 0035,670,670,Overton County,35,Livingston Middle School,318,*,*,,,,2020,,
710 0035,710,710,Putnam County,35,Capshaw Elementary,501,*,*,,,,2020,,
730 0035,730,730,Roane County,35,Kingston Elementary,746,*,*,,,,2020,,
740 0035,740,740,Robertson County,35,Greenbrier Elementary,663,*,*,,,,2020,,
750 0035,750,750,Rutherford County,35,Eagleville School,947,*,*,,,,2020,,
751 0035,751,751,Murfreesboro,35,John Pittard Elementary,839,*,*,,,,2020,,
780 0035,780,780,Sevier County,35,New Center Elementary,778,*,*,,,,2020,,
792 0035,792,792,Shelby County,35,Bolton High,777,*,*,,,,2020,,
800 0035,800,800,Smith County,35,New Middleton Elementary,263,*,*,,,,2020,,
820 0035,820,820,Sullivan County,35,Bluff City Elementary,579,*,*,,,,2020,,
821 0035,821,821,Bristol,35,Vance Middle School,599,*,*,,,,2020,,
830 0035,830,830,Sumner County,35,Gene W. Brown Elementary,399,*,*,,,,2020,,
860 0035,860,860,Unicoi County,35,Unicoi Co High School,776,*,*,,,,2020,,
870 0035,870,870,Union County,35,Luttrell Elementary,282,*,*,,,,2020,,
880 0035,880,880,Van Buren County,35,Van Buren Co High School,408,*,*,,,,2020,,
901 0035,901,901,Johnson City,35,Liberty Bell Middle School,1190,*,*,,,,2020,,
910 0035,910,910,Wayne County,35,Wayne County High School,305,*,*,,,,2020,,
920 0035,920,920,Weakley County,35,Martin Elementary,435,*,*,,,,2020,,
930 0035,930,930,White County,35,Findlay Elementary,390,*,*,,,,2020,,
940 0035,940,940,Williamson County,35,Fairview High School,725,*,*,,,,2020,,
941 0035,941,941,Franklin SSD,35,Poplar Grove K-4,339,*,*,,,,2020,,
950 0035,950,950,Wilson County,35,Mt. Juliet Elementary,626,*,*,,,,2020,,
951 0035,951,951,Lebanon,35,Walter J. Baird Middle School,582,*,*,,,,2020,,
400 0034,400,400,Henry County,34,Lakewood Middle School,276,*,*,,,,2020,,
780 0034,780,780,Sevier County,34,Northview Intermediate School,390,*,*,,,,2020,,
020 0033,20,20,Bedford County,33,Community Elementary School,629,*,*,,,,2020,,
110 0033,110,110,Cheatham County,33,Sycamore High School,733,*,*,,,,2020,,
180 0033,180,180,Cumberland County,33,Glenn Martin Elementary,712,*,*,,,,2020,,
250 0033,250,250,Fentress County,33,South Fentress Elementary School,625,*,*,,,,2020,,
275 0033,275,275,Gibson Co Sp Dist,33,Gibson County High School,493,*,*,,,,2020,,
320 0033,320,320,Hamblen County,33,West View Middle School,624,*,*,,,,2020,,
330 0033,330,330,Hamilton County,33,Tommie F. Brown Academy,294,*,*,,,,2020,,
400 0033,400,400,Henry County,33,Lakewood Elementary,507,*,*,,,,2020,,
460 0033,460,460,Johnson County,33,Roan Creek Elementary,398,*,*,,,,2020,,
600 0033,600,600,Maury County,33,E. A. Cox Middle School,746,*,*,,,,2020,,
794 0033,794,794,Bartlett,33,Bon Lin Middle School,779,*,*,,,,2020,,
920 0033,920,920,Weakley County,33,Martin Primary,422,*,*,,,,2020,,
940 0033,940,940,Williamson County,33,Fairview Middle School,546,*,*,,,,2020,,
950 0033,950,950,Wilson County,33,West Wilson Middle School,1060,*,*,,,,2020,,
110 0032,110,110,Cheatham County,32,Sycamore Middle School,721,*,*,,,,2020,,
290 0032,290,290,Grainger County,32,Grainger Academy,12,*,*,,,,2020,,
720 0032,720,720,Rhea County,32,Rhea County High School,1508,*,*,,,,2020,,
740 0032,740,740,Robertson County,32,East Robertson High School,688,*,*,,,,2020,,
751 0032,751,751,Murfreesboro,32,Northfield Elementary,744,*,*,,,,2020,,
780 0032,780,780,Sevier County,32,Northview Elementary,511,*,*,,,,2020,,
822 0032,822,822,Kingsport,32,John Adams Elementary School,473,*,*,,,,2020,,
950 0032,950,950,Wilson County,32,Mt. Juliet Middle School,1254,*,*,,,,2020,,
780 0031,780,780,Sevier County,31,Northview Junior Academy,632,*,*,,,,2020,,
012 0030,12,12,Oak Ridge,30,Linden Elementary,448,*,*,,,,2020,,
030 0030,30,30,Benton County,30,Holladay Elementary,118,*,*,,,,2020,,
040 0030,40,40,Bledsoe County,30,Pikeville Elementary,410,*,*,,,,2020,,
050 0030,50,50,Blount County,30,Eagleton Middle School,375,*,*,,,,2020,,
052 0030,52,52,Maryville,30,Foothills Elementary,586,*,*,,,,2020,,
060 0030,60,60,Bradley County,30,Charleston Elementary School,338,*,*,,,,2020,,
061 0030,61,61,Cleveland,30,Mayfield Elementary,453,*,*,,,,2020,,
080 0030,80,80,Cannon County,30,Short Mountain Elementary,151,*,*,,,,2020,,
100 0030,100,100,Carter County,30,Hampton High School,403,*,*,,,,2020,,
101 0030,101,101,Elizabethton,30,West Side Elementary,353,*,*,,,,2020,,
110 0030,110,110,Cheatham County,30,Pleasant View Elementary,475,*,*,,,,2020,,
120 0030,120,120,Chester County,30,W Chester Elementary School,271,*,*,,,,2020,,
150 0030,150,150,Cocke County,30,Del Rio Elementary,127,*,*,,,,2020,,
220 0030,220,220,Dickson County,30,Oakmont Elementary,428,*,*,,,,2020,,
230 0030,230,230,Dyer County,30,Holice Powell Elementary,209,*,*,,,,2020,,
260 0030,260,260,Franklin County,30,Clark Memorial School,544,*,*,,,,2020,,
290 0030,290,290,Grainger County,30,Washburn School,508,*,*,,,,2020,,
300 0030,300,300,Greene County,30,Debusk Elementary,364,*,*,,,,2020,,
301 0030,301,301,Greeneville,30,Highland Elementary,175,*,*,,,,2020,,
320 0030,320,320,Hamblen County,30,Union Heights Elementary,295,*,*,,,,2020,,
350 0030,350,350,Hardeman County Schools,30,Hornsby Elementary,191,*,*,,,,2020,,
370 0030,370,370,Hawkins County,30,Clinch School,125,*,*,,,,2020,,
410 0030,410,410,Hickman County,30,Hickman Co Sr High School,475,*,*,,,,2020,,
430 0030,430,430,Humphreys County,30,Waverly Jr High School,578,*,*,,,,2020,,
450 0030,450,450,Jefferson County,30,New Market Elementary,304,*,*,,,,2020,,
470 0030,470,470,Knox County,30,Carter Elementary,585,*,*,,,,2020,,
500 0030,500,500,Lawrence County,30,Ingram Sowell Elementary,438,*,*,,,,2020,,
520 0030,520,520,Lincoln County,30,Stone Bridge Academy,52,*,*,,,,2020,,
530 0030,530,530,Loudon County,30,Highland Park Elementary,404,*,*,,,,2020,,
531 0030,531,531,Lenoir City,30,Lenoir City Elementary,540,*,*,,,,2020,,
540 0030,540,540,McMinn County,30,Englewood Elementary,551,*,*,,,,2020,,
541 0030,541,541,Athens,30,Westside Elementary,277,*,*,,,,2020,,
550 0030,550,550,McNairy County,30,Ramer Elementary,373,*,*,,,,2020,,
560 0030,560,560,Macon County,30,Red Boiling Springs School,331,*,*,,,,2020,,
580 0030,580,580,Marion County,30,Monteagle Elementary,219,*,*,,,,2020,,
590 0030,590,590,Marshall County,30,Forrest School,749,*,*,,,,2020,,
600 0030,600,600,Maury County,30,Culleoka Unit School,995,*,*,,,,2020,,
621 0030,621,621,Sweetwater,30,Sweetwater Primary School,503,*,*,,,,2020,,
630 0030,630,630,Montgomery County,30,Clarksville High,1407,*,*,,,,2020,,
650 0030,650,650,Morgan County,30,Coalfield School,481,*,*,,,,2020,,
670 0030,670,670,Overton County,30,Livingston Academy,946,*,*,,,,2020,,
710 0030,710,710,Putnam County,30,Cane Creek Elementary,462,*,*,,,,2020,,
780 0030,780,780,Sevier County,30,Northview Senior Academy,519,*,*,,,,2020,,
794 0030,794,794,Bartlett,30,Bon Lin Elementary School,768,*,*,,,,2020,,
800 0030,800,800,Smith County,30,Gordonsville Elementary School,307,*,*,,,,2020,,
820 0030,820,820,Sullivan County,30,Blountville Middle School,321,*,*,,,,2020,,
821 0030,821,821,Bristol,30,Holston View Elementary,382,*,*,,,,2020,,
822 0030,822,822,Kingsport,30,Abraham Lincoln Elementary School,408,*,*,,,,2020,,
830 0030,830,830,Sumner County,30,Guild Elementary,744,*,*,,,,2020,,
860 0030,860,860,Unicoi County,30,Temple Hill Elementary,115,*,*,,,,2020,,
880 0030,880,880,Van Buren County,30,Spencer Elementary,359,*,*,,,,2020,,
890 0030,890,890,Warren County,30,Eastside Elementary,396,*,*,,,,2020,,
940 0030,940,940,Williamson County,30,Fairview Elementary,575,*,*,,,,2020,,
941 0030,941,941,Franklin SSD,30,Moore Elementary,555,*,*,,,,2020,,
950 0030,950,950,Wilson County,30,Mt. Juliet High School,2232,*,*,,,,2020,,
951 0030,951,951,Lebanon,30,Sam Houston Elementary,677,*,*,,,,2020,,
271 0029,271,271,Humboldt City Schools,29,Stigall Primary School,289,*,*,,,,2020,,
220 0028,220,220,Dickson County,28,The Discovery School,211,*,*,,,,2020,,
300 0028,300,300,Greene County,28,Chuckey Doak High School,561,*,*,,,,2020,,
730 0028,730,730,Roane County,28,Bowers Elementary,580,*,*,,,,2020,,
740 0028,740,740,Robertson County,28,East Robertson Elementary,524,*,*,,,,2020,,
750 0028,750,750,Rutherford County,28,David Youree Elementary,736,*,*,,,,2020,,
822 0028,822,822,Kingsport,28,John F. Kennedy Elementary School,295,*,*,,,,2020,,
940 0028,940,940,Williamson County,28,Crockett Elementary,772,*,*,,,,2020,,
030 0027,30,30,Benton County,27,Camden Jr High School,384,*,*,,,,2020,,
150 0027,150,150,Cocke County,27,Cosby High School,338,*,*,,,,2020,,
271 0027,271,271,Humboldt City Schools,27,East Elementary School,461,*,*,,,,2020,,
320 0027,320,320,Hamblen County,27,Lincoln Heights Middle School,627,*,*,,,,2020,,
630 0027,630,630,Montgomery County,27,Hazelwood Elementary,952,*,*,,,,2020,,
680 0027,680,680,Perry County,27,Perry County High School,309,*,*,,,,2020,,
750 0027,750,750,Rutherford County,27,Daniel McKee Alternative School,53,*,*,,,,2020,,
940 0027,940,940,Williamson County,27,Edmondson Elementary,757,*,*,,,,2020,,
240 0026,240,240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,863,*,*,,,,2020,,
660 0026,660,660,Obion County,26,Lake Road Elementary,558,*,*,,,,2020,,
740 0026,740,740,Robertson County,26,Coopertown Middle School,490,*,*,,,,2020,,
010 0025,10,10,Anderson County,25,Clinton High School,1112,*,*,,,,2020,,
012 0025,12,12,Oak Ridge,25,Jefferson Middle School,710,*,*,,,,2020,,
020 0025,20,20,Bedford County,25,Harris Middle School,1078,*,*,,,,2020,,
030 0025,30,30,Benton County,25,Camden Central High School,539,*,*,,,,2020,,
040 0025,40,40,Bledsoe County,25,Mary V Wheeler Elementary,220,*,*,,,,2020,,
052 0025,52,52,Maryville,25,Sam Houston Elementary,525,*,*,,,,2020,,
061 0025,61,61,Cleveland,25,G.R. Stuart Elementary,303,*,*,,,,2020,,
097 0025,97,97,West Carroll Sp Dist,25,West Carroll Elementary School,256,*,*,,,,2020,,
100 0025,100,100,Carter County,25,Hampton Elementary,594,*,*,,,,2020,,
101 0025,101,101,Elizabethton,25,T A Dugger Junior High School,612,*,*,,,,2020,,
110 0025,110,110,Cheatham County,25,Pegram Elementary Fine Arts Magnet School,265,*,*,,,,2020,,
120 0025,120,120,Chester County,25,Jacks Creek Elementary,143,*,*,,,,2020,,
150 0025,150,150,Cocke County,25,Cosby Elementary,433,*,*,,,,2020,,
160 0025,160,160,Coffee County,25,Hillsboro Elementary,389,*,*,,,,2020,,
162 0025,162,162,Tullahoma,25,Robert E Lee Elementary,438,*,*,,,,2020,,
170 0025,170,170,Crockett County,25,Gadsden Elementary,149,*,*,,,,2020,,
180 0025,180,180,Cumberland County,25,Cumberland County High School,992,*,*,,,,2020,,
190 0025,190,190,Metro Nashville Public Schools,25,Apollo Middle,827,*,*,,,,2020,,
210 0025,210,210,DeKalb County,25,De Kalb County High School,811,*,*,,,,2020,,
220 0025,220,220,Dickson County,25,Dickson County High School,1469,*,*,,,,2020,,
230 0025,230,230,Dyer County,25,Finley Elementary,268,*,*,,,,2020,,
231 0025,231,231,Dyersburg,25,Dyersburg Primary,782,*,*,,,,2020,,
250 0025,250,250,Fentress County,25,Clarkrange High School,284,*,*,,,,2020,,
272 0025,272,272,Milan,25,Milan Elementary,855,*,*,,,,2020,,
300 0025,300,300,Greene County,25,Chuckey Doak Middle School,439,*,*,,,,2020,,
301 0025,301,301,Greeneville,25,Greeneville Middle School,705,*,*,,,,2020,,
310 0025,310,310,Grundy County,25,Grundy County High School,623,*,*,,,,2020,,
340 0025,340,340,Hancock County,25,Hancock High School,481,*,*,,,,2020,,
350 0025,350,350,Hardeman County Schools,25,Grand Junction Elementary,152,*,*,,,,2020,,
370 0025,370,370,Hawkins County,25,Church Hill Middle School,394,*,*,,,,2020,,
380 0025,380,380,Haywood County,25,East Side Elementary,355,*,*,,,,2020,,
400 0025,400,400,Henry County,25,Henry Co High School,1004,*,*,,,,2020,,
430 0025,430,430,Humphreys County,25,Waverly Elementary,519,*,*,,,,2020,,
440 0025,440,440,Jackson County,25,Gainesboro Elementary,327,*,*,,,,2020,,
460 0025,460,460,Johnson County,25,Mountain City Elementary,497,*,*,,,,2020,,
470 0025,470,470,Knox County,25,Brickey McCloud Elementary,964,*,*,,,,2020,,
490 0025,490,490,Lauderdale County,25,Ripley Middle School,614,*,*,,,,2020,,
530 0025,530,530,Loudon County,25,Greenback School,638,*,*,,,,2020,,
540 0025,540,540,McMinn County,25,E K Baker Elementary,348,*,*,,,,2020,,
541 0025,541,541,Athens,25,North City Elementary,257,*,*,,,,2020,,
550 0025,550,550,McNairy County,25,Michie Elementary,357,*,*,,,,2020,,
560 0025,560,560,Macon County,25,Red Boiling Springs Elementary,339,*,*,,,,2020,,
580 0025,580,580,Marion County,25,Marion Co High School,532,*,*,,,,2020,,
610 0025,610,610,Meigs County,25,Meigs County High School,525,*,*,,,,2020,,
620 0025,620,620,Monroe County,25,Madisonville Primary,584,*,*,,,,2020,,
630 0025,630,630,Montgomery County,25,Montgomery Central High,1001,*,*,,,,2020,,
680 0025,680,680,Perry County,25,Linden Middle School,229,*,*,,,,2020,,
710 0025,710,710,Putnam County,25,Burks Elementary,502,*,*,,,,2020,,
740 0025,740,740,Robertson County,25,Coopertown Elementary,339,*,*,,,,2020,,
750 0025,750,750,Rutherford County,25,John Colemon Elementary,585,*,*,,,,2020,,
751 0025,751,751,Murfreesboro,25,Mitchell-Neilson Elementary,692,*,*,,,,2020,,
760 0025,760,760,Scott County,25,Huntsville Middle School,277,*,*,,,,2020,,
780 0025,780,780,Sevier County,25,Jones Cove Elementary,137,*,*,,,,2020,,
794 0025,794,794,Bartlett,25,Bartlett High School,2789,*,*,,,,2020,,
800 0025,800,800,Smith County,25,Gordonsville High School,488,*,*,,,,2020,,
810 0025,810,810,Stewart County,25,Stewart Co High School,652,*,*,,,,2020,,
820 0025,820,820,Sullivan County,25,Blountville Elementary,321,*,*,,,,2020,,
821 0025,821,821,Bristol,25,Haynesfield Elementary,477,*,*,,,,2020,,
822 0025,822,822,Kingsport,25,Andrew Johnson Elementary School,559,*,*,,,,2020,,
830 0025,830,830,Sumner County,25,Gallatin Senior High School,1715,*,*,,,,2020,,
860 0025,860,860,Unicoi County,25,Rock Creek Elementary,195,*,*,,,,2020,,
870 0025,870,870,Union County,25,H Maynard Middle School,661,*,*,,,,2020,,
910 0025,910,910,Wayne County,25,Frank Hughes School,293,*,*,,,,2020,,
920 0025,920,920,Weakley County,25,Greenfield School,503,*,*,,,,2020,,
930 0025,930,930,White County,25,Doyle Elementary,271,*,*,,,,2020,,
941 0025,941,941,Franklin SSD,25,Liberty Elementary,511,*,*,,,,2020,,
950 0025,950,950,Wilson County,25,Lebanon High School,1846,*,*,,,,2020,,
985 0025,985,985,Achievement School District,25,Georgian Hills Achievement Elementary School,270,*,*,,,,2020,,
470 0024,470,470,Knox County,24,Belle Morris Elementary,453,*,*,,,,2020,,
490 0024,490,490,Lauderdale County,24,Halls Junior High School,219,*,*,,,,2020,,
570 0024,570,570,Madison County,24,Rose Hill School,624,*,*,,,,2020,,
050 0023,50,50,Blount County,23,Carpenters Middle School,659,*,*,,,,2020,,
162 0023,162,162,Tullahoma,23,Jack T Farrar Elementary,375,*,*,,,,2020,,
190 0023,190,190,Metro Nashville Public Schools,23,Antioch Middle,796,*,*,,,,2020,,
220 0023,220,220,Dickson County,23,Dickson Middle School,711,*,*,,,,2020,,
290 0023,290,290,Grainger County,23,Rutledge Middle School,442,*,*,,,,2020,,
370 0023,370,370,Hawkins County,23,Church Hill Intermediate School,370,*,*,,,,2020,,
490 0023,490,490,Lauderdale County,23,Halls High School,386,*,*,,,,2020,,
580 0023,580,580,Marion County,23,Jasper Middle School,511,*,*,,,,2020,,
750 0023,750,750,Rutherford County,23,Christiana Middle School,1068,*,*,,,,2020,,
940 0023,940,940,Williamson County,23,Chapman's Retreat Elementary,737,*,*,,,,2020,,
050 0022,50,50,Blount County,22,Carpenters Elementary School,505,*,*,,,,2020,,
061 0022,61,61,Cleveland,22,E.L. Ross Elementary,248,*,*,,,,2020,,
450 0022,450,450,Jefferson County,22,Maury Middle School,626,*,*,,,,2020,,
470 0022,470,470,Knox County,22,Beaumont Elementary/Magnet,557,*,*,,,,2020,,
560 0022,560,560,Macon County,22,Lafayette Elementary School,411,*,*,,,,2020,,
570 0022,570,570,Madison County,22,Jackson Central-Merry Early College High,232,*,*,,,,2020,,
940 0022,940,940,Williamson County,22,Clovercroft Elementary School,758,*,*,,,,2020,,
